symbol,timestamp,session_date,hour,direction,setup_type,score,score_bucket,production_alert,trigger,entry_reference,regime,volatility_regime,trend_regime,gap_regime,higher_timeframe_alignment,extension_state,trend_score,momentum_score,volume_score,volatility_score,price_action_score,relative_volume,rsi,realized_return,exit_reason,target_1_hit,target_2_hit,target_3_hit,stop_first,invalidated_quickly,mfe,mae,hold_minutes,mfe_15m,mae_15m,mfe_30m,mae_30m,mfe_60m,mae_60m,mfe_session,mae_session,barrier_plus_015_minus_015,barrier_plus_015_minus_015_bars,barrier_plus_025_minus_025,barrier_plus_025_minus_025_bars,barrier_plus_035_minus_025,barrier_plus_035_minus_025_bars,barrier_plus_050_minus_025,barrier_plus_050_minus_025_bars,barrier_1r_before_stop,barrier_1r_before_stop_bars,barrier_1_5r_before_stop,barrier_1_5r_before_stop_bars,barrier_2r_before_stop,barrier_2r_before_stop_bars,planned_stop,planned_target_1,planned_target_2
SPY,2026-05-04T13:50:00-04:00,2026-05-04,13:00-14:00,Bearish,directional score candidate,28.0,below 50,False,715.5,718.3699951171875,low-volatility compression,low-volatility compression,mixed/neutral,<0.25 ATR,unavailable,normal,25,7,5,4,4,0.7887707880720692,73.16264649103991,-0.2499999999999886,STOP,False,False,False,True,False,0.21437115105183835,-0.5470708273582824,130,0.011138701558755503,-0.08700252018432979,0.1141483260426241,-0.08700252018432979,0.21437115105183835,-0.08700252018432979,0.21437115105183835,-0.5470708273582824,FAVORABLE,7,ADVERSE,26,ADVERSE,26,ADVERSE,26,ADVERSE,26,ADVERSE,26,ADVERSE,26,720.1659201049804,714.7781451416016,711.1862951660157
SPY,2026-05-04T13:55:00-04:00,2026-05-04,13:00-14:00,Bearish,directional score candidate,23.0,below 50,False,715.5,718.330078125,low-volatility compression,low-volatility compression,mixed/neutral,<0.25 ATR,unavailable,extended,25,7,0,0,4,0.6125238772901669,72.2413693513295,-0.2499999999999905,STOP,False,False,False,True,False,0.20882614842910938,-0.5526581426648721,125,0.005582405481463355,-0.0925642698859388,0.16149890561061492,-0.0925642698859388,0.20882614842910938,-0.0925642698859388,0.20882614842910938,-0.5526581426648721,FAVORABLE,6,ADVERSE,25,ADVERSE,25,ADVERSE,25,ADVERSE,25,ADVERSE,25,ADVERSE,25,720.1259033203124,714.738427734375,711.14677734375
SPY,2026-05-04T14:00:00-04:00,2026-05-04,14:00-15:00,Bullish,directional score candidate,53.0,50-59,False,718.6400146484375,718.8925170898438,low-volatility compression,low-volatility compression,mixed/neutral,<0.25 ATR,unavailable,normal,25,13,5,3,20,0.9340488637259652,82.3829082127307,-0.24999999999998734,STOP,False,False,False,True,False,0.014254985955145611,-0.25907736534917714,40,0.014254985955145611,-0.10050656565635126,0.014254985955145611,-0.23960941847892764,0.014254985955145611,-0.28689963394656376,0.4739888957140377,-0.28689963394656376,ADVERSE,4,ADVERSE,8,ADVERSE,8,ADVERSE,8,ADVERSE,8,ADVERSE,8,ADVERSE,8,717.0952857971192,722.4869796752929,726.081442260742
SPY,2026-05-04T14:05:00-04:00,2026-05-04,14:00-15:00,Bullish,directional score candidate,43.0,below 50,False,718.9299926757812,718.7100219726562,low-volatility compression,low-volatility compression,mixed/neutral,<0.25 ATR,unavailable,normal,25,7,17,7,4,1.796089715762545,80.46659779614325,-0.2499999999999905,STOP,False,False,False,True,False,0.0097406912493859,-0.26158044626293325,40,0.0097406912493859,-0.1614050373895627,0.0097406912493859,-0.21427822284612466,0.0097406912493859,-0.26158044626293325,0.49950128849727976,-0.26158044626293325,ADVERSE,3,ADVERSE,8,ADVERSE,8,ADVERSE,8,ADVERSE,8,ADVERSE,8,ADVERSE,8,716.9132469177247,722.3035720825195,725.8971221923828
SPY,2026-05-04T14:10:00-04:00,2026-05-04,14:00-15:00,Bearish,directional score candidate,30.0,below 50,False,716.2999877929688,718.4500122070312,low-volatility compression,low-volatility compression,mixed/neutral,<0.25 ATR,unavailable,normal,25,7,0,7,4,0.8293172369696581,70.9165796928582,-0.24999999999998734,STOP,False,False,False,True,False,0.22548473653873027,-0.5358724365680818,110,0.17816539426909245,-0.005564482798314684,0.19764533175998644,-0.005564482798314684,0.22548473653873027,-0.005564482798314684,0.22548473653873027,-0.5358724365680818,FAVORABLE,3,ADVERSE,22,ADVERSE,22,ADVERSE,22,ADVERSE,22,ADVERSE,22,ADVERSE,22,720.2461372375487,714.857762145996,711.2655120849608
SPY,2026-05-04T14:15:00-04:00,2026-05-04,14:00-15:00,Bearish,directional score candidate,44.0,below 50,False,716.2999877929688,718.25,low-volatility compression,low-volatility compression,mixed/neutral,<0.25 ATR,unavailable,extended,25,14,14,7,4,1.2235668489884732,63.12037344479384,-0.2499999999999962,STOP,False,False,False,True,False,0.1977003703663418,-0.5638688190697877,105,0.150367851005047,-0.0041808975809258615,0.1977003703663418,-0.0041808975809258615,0.1977003703663418,-0.0041808975809258615,0.1977003703663418,-0.5638688190697877,FAVORABLE,2,ADVERSE,21,ADVERSE,21,ADVERSE,21,ADVERSE,21,ADVERSE,21,ADVERSE,21,720.045625,714.6587499999999,711.0674999999999
SPY,2026-05-04T14:20:00-04:00,2026-05-04,14:00-15:00,Bearish,directional score candidate,45.0,below 50,False,716.2999877929688,717.7000122070312,low-volatility compression,low-volatility compression,mixed/neutral,<0.25 ATR,unavailable,extended,25,14,5,7,8,1.0599251538196903,53.164301905801366,-0.24999999999999745,STOP,False,False,False,True,False,0.12121988329248307,-0.6409329117595958,100,0.07385109208025277,-0.02368439560611515,0.12121988329248307,-0.02368439560611515,0.12121988329248307,-0.07244788731364271,0.12121988329248307,-0.6409329117595958,ADVERSE,20,ADVERSE,20,ADVERSE,20,ADVERSE,20,ADVERSE,20,ADVERSE,20,ADVERSE,20,719.4942622375488,714.1115121459961,710.523012084961
SPY,2026-05-04T14:25:00-04:00,2026-05-04,14:00-15:00,Bearish,directional score candidate,57.0,50-59,False,716.2999877929688,717.760009765625,low-volatility compression,low-volatility compression,mixed/neutral,<0.25 ATR,unavailable,extended,25,14,17,4,4,1.455411868803585,41.29272604815626,-0.24999999999999367,STOP,False,False,False,True,False,0.12956875043580746,-0.6325203362647941,95,0.10170258287144829,-0.015323415914243294,0.12956875043580746,-0.015323415914243294,0.12956875043580746,-0.06408283148154131,0.12956875043580746,-0.6325203362647941,ADVERSE,19,ADVERSE,19,ADVERSE,19,ADVERSE,19,ADVERSE,19,ADVERSE,19,ADVERSE,19,719.554409790039,714.1712097167969,710.5824096679687
SPY,2026-05-04T14:30:00-04:00,2026-05-04,14:00-15:00,Bearish,directional score candidate,58.0,50-59,False,716.2999877929688,717.639892578125,low-volatility compression,low-volatility compression,mixed/neutral,<0.25 ATR,unavailable,extended,25,20,9,4,4,1.1524036163602196,35.48449821756509,-0.24999999999999428,STOP,False,False,False,True,False,0.11285262938376629,-0.6493640143251143,90,0.11285262938376629,0.0,0.11285262938376629,0.0,0.11285262938376629,-0.08083136556359295,0.11285262938376629,-0.6493640143251143,ADVERSE,18,ADVERSE,18,ADVERSE,18,ADVERSE,18,ADVERSE,18,ADVERSE,18,ADVERSE,18,719.4339923095703,714.0516931152343,710.4634936523437
SPY,2026-05-04T14:35:00-04:00,2026-05-04,14:00-15:00,Bearish,directional score candidate,53.0,50-59,False,716.4500122070312,717.530029296875,low-volatility compression,low-volatility compression,mixed/neutral,<0.25 ATR,unavailable,extended,25,20,0,4,4,0.7810806185638485,31.59259339282241,-0.24999999999999428,STOP,False,False,False,True,False,0.09755859384968305,-0.6647747552486336,85,0.09755859384968305,-0.008361679113631391,0.09755859384968305,-0.0961550566637734,0.09755859384968305,-0.10173518026351112,0.09755859384968305,-0.6647747552486336,ADVERSE,17,ADVERSE,17,ADVERSE,17,ADVERSE,17,ADVERSE,17,ADVERSE,17,ADVERSE,17,719.3238543701171,713.9423791503906,710.3547290039062
SPY,2026-05-04T14:40:00-04:00,2026-05-04,14:00-15:00,Bearish,directional score candidate,56.0,50-59,False,716.47998046875,717.0700073242188,low-volatility compression,low-volatility compression,mixed/neutral,<0.25 ATR,unavailable,extended,25,20,0,7,4,0.7794962246582781,31.151068407933707,-0.25,STOP,False,False,False,True,False,0.03346817352890481,-0.7293542353369267,80,0.03346817352890481,-0.07390746458582922,0.03346817352890481,-0.16036975011650448,0.03346817352890481,-0.1659534535333309,0.03346817352890481,-0.7293542353369267,ADVERSE,5,ADVERSE,16,ADVERSE,16,ADVERSE,16,ADVERSE,16,ADVERSE,16,ADVERSE,16,718.8626823425293,713.4846572875977,709.8993072509766
SPY,2026-05-04T14:45:00-04:00,2026-05-04,14:00-15:00,Bearish,directional score candidate,55.0,50-59,False,717.030029296875,717.47998046875,low-volatility compression,low-volatility compression,mixed/neutral,<0.25 ATR,unavailable,extended,25,14,5,7,4,0.9866894197952218,40.38723597547127,-0.24999999999998795,STOP,False,False,False,True,False,0.07386523333689488,-0.6717967686108401,75,0.07386523333689488,-0.01672452478870613,0.07386523333689488,-0.1031374051568022,0.07386523333689488,-0.10871791800593304,0.07386523333689488,-0.6717967686108401,ADVERSE,15,ADVERSE,15,ADVERSE,15,ADVERSE,15,ADVERSE,15,ADVERSE,15,ADVERSE,15,719.2736804199218,713.8925805664062,710.3051806640624
SPY,2026-05-04T14:50:00-04:00,2026-05-04,14:00-15:00,Bearish,directional score candidate,57.0,50-59,False,716.8300170898438,717.1400146484375,low-volatility compression,low-volatility compression,mixed/neutral,<0.25 ATR,unavailable,extended,25,20,5,7,4,1.0636460552524056,34.514071692313124,-0.24999999999999745,STOP,False,False,False,True,False,0.008366226590097963,-0.7195210194847119,70,0.008366226590097963,-0.15059207862176333,0.008366226590097963,-0.15059207862176333,0.008366226590097963,-0.1561752369565591,0.008366226590097963,-0.7195210194847119,ADVERSE,3,ADVERSE,14,ADVERSE,14,ADVERSE,14,ADVERSE,14,ADVERSE,14,ADVERSE,14,718.9328646850586,713.5543145751953,709.9686145019532
SPY,2026-05-04T14:55:00-04:00,2026-05-04,14:00-15:00,Bearish,directional score candidate,55.0,50-59,False,716.8300170898438,717.469970703125,bearish trend,normal,bearish trend,<0.25 ATR,unavailable,extended,25,14,9,7,4,1.3095343357168086,38.76765507557611,-0.2500000000000025,STOP,False,False,False,True,False,0.04738397900881223,-0.673201288844229,65,0.04738397900881223,-0.10453399175229527,0.04738397900881223,-0.10453399175229527,0.04738397900881223,-0.11011458245782145,0.04738397900881223,-0.673201288844229,ADVERSE,13,ADVERSE,13,ADVERSE,13,ADVERSE,13,ADVERSE,13,ADVERSE,13,ADVERSE,13,719.2636456298828,713.8826208496093,710.2952709960937
SPY,2026-05-05T09:45:00-04:00,2026-05-05,09:30-10:00,Bullish,directional score candidate,47.0,below 50,False,722.47998046875,722.1599731445312,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,18,13,0,12,4,0.5368711030157197,79.51408904411515,0.240950943591414,TIME_EXIT,False,False,False,False,False,0.25627396652211076,-0.051234509104182945,240,0.08723896452876549,-0.002763722282591195,0.17032811975859435,-0.051234509104182945,0.2090962974657681,-0.051234509104182945,0.9720864894633299,-0.051234509104182945,FAVORABLE,5,FAVORABLE,45,FAVORABLE,54,FAVORABLE,75,FAVORABLE,45,FAVORABLE,65,FAVORABLE,75,720.35457321167,725.7707730102538,729.3815728759764
SPY,2026-05-05T09:50:00-04:00,2026-05-05,09:30-10:00,Bullish,directional score candidate,46.0,below 50,False,722.6199951171875,722.3699951171875,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,18,7,5,12,4,0.8862988503676211,79.73925801718717,0.23810952142360445,TIME_EXIT,False,False,False,False,False,0.2519494630896867,-0.08029362982465182,240,0.11748741689064333,-0.03183693540769105,0.14120458188251933,-0.08029362982465182,0.17996148812325152,-0.08029362982465182,0.9427298482253528,-0.08029362982465182,FAVORABLE,7,FAVORABLE,48,FAVORABLE,64,FAVORABLE,74,FAVORABLE,48,FAVORABLE,74,FAVORABLE,74,720.5640701293946,725.9818450927734,729.5936950683592
SPY,2026-05-05T09:55:00-04:00,2026-05-05,09:30-10:00,Bullish,directional score candidate,37.0,below 50,False,722.7899780273438,722.530029296875,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,18,7,0,8,4,0.39583017676654075,81.15777148503999,0.20483307388486435,TIME_EXIT,False,False,False,False,False,0.23389220346932216,-0.10242498436382301,240,0.11902416739680546,-0.053979022687408576,0.15777248931654617,-0.10242498436382301,0.15777248931654617,-0.10242498436382301,0.9203719027951841,-0.10242498436382301,FAVORABLE,6,FAVORABLE,50,FAVORABLE,73,FAVORABLE,73,FAVORABLE,50,FAVORABLE,73,FAVORABLE,73,720.7237042236328,726.1426794433593,729.7553295898435
SPY,2026-05-05T10:00:00-04:00,2026-05-05,10:00-11:00,Bullish,directional score candidate,42.0,below 50,False,722.7899780273438,722.75,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,18,7,5,8,4,0.9092565569981539,82.02938438499211,0.1964694445044967,TIME_EXIT,False,False,False,False,False,0.20338577698028365,-0.13282905190677965,240,0.08855270127118645,-0.13282905190677965,0.1272892300458319,-0.13282905190677965,0.1272892300458319,-0.13282905190677965,0.8896565445563819,-0.13282905190677965,FAVORABLE,28,FAVORABLE,50,FAVORABLE,72,FAVORABLE,72,FAVORABLE,50,FAVORABLE,72,FAVORABLE,72,720.943125,726.3637499999999,729.9774999999997
SPY,2026-05-05T10:05:00-04:00,2026-05-05,10:00-11:00,Bullish,directional score candidate,60.0,60-69,False,722.7899780273438,723.1837158203125,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,18,7,0,15,20,0.44640784207278794,84.923879334649,0.14605893232321476,TIME_EXIT,False,False,False,False,False,0.16265155112290505,-0.19272250777768457,240,0.028526475861115556,-0.19272250777768457,0.067239773131807,-0.19272250777768457,0.067239773131807,-0.19272250777768457,0.8291498721963242,-0.19272250777768457,ADVERSE,2,FAVORABLE,64,FAVORABLE,71,FAVORABLE,71,FAVORABLE,64,FAVORABLE,71,FAVORABLE,71,721.3757565307618,726.799634399414,730.4155529785155
SPY,2026-05-05T10:10:00-04:00,2026-05-05,10:00-11:00,Bullish,directional score candidate,52.0,50-59,False,723.2186889648438,722.3150024414062,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,7,5,11,4,0.845725890695532,75.662690884775,0.3191118373549537,TIME_EXIT,False,False,False,False,False,0.32464654550979266,-0.07268635045484739,240,0.1875885817365278,-0.07268635045484739,0.1875885817365278,-0.07268635045484739,0.1875885817365278,-0.07268635045484739,0.9504150143872837,-0.07268635045484739,FAVORABLE,3,FAVORABLE,44,FAVORABLE,60,FAVORABLE,70,FAVORABLE,44,FAVORABLE,63,FAVORABLE,70,720.5092149353028,725.9265774536132,729.5381524658201
SPY,2026-05-05T10:15:00-04:00,2026-05-05,10:00-11:00,Bullish,directional score candidate,44.0,below 50,False,723.3900146484375,722.14501953125,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,7,0,12,4,0.803946711378739,74.3787421940868,0.32472296279868257,TIME_EXIT,False,False,False,False,False,0.3538060371086843,-0.018695658347493125,240,0.2111713489204863,-0.018695658347493125,0.2111713489204863,-0.018695658347493125,0.2111713489204863,-0.018695658347493125,0.9741773403211597,-0.018695658347493125,FAVORABLE,1,FAVORABLE,39,FAVORABLE,48,FAVORABLE,69,FAVORABLE,39,FAVORABLE,59,FAVORABLE,69,720.339656982422,725.7557446289062,729.3664697265624
SPY,2026-05-05T10:20:00-04:00,2026-05-05,10:00-11:00,Bullish,directional score candidate,51.0,50-59,False,723.3900146484375,723.1799926757812,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,7,0,15,4,0.5845634087921923,79.0456228329644,0.18252818628661105,TIME_EXIT,False,False,False,False,False,0.2101855066020142,-0.11062084143240443,240,0.06775494888375241,-0.08573178509730406,0.06775494888375241,-0.11062084143240443,0.06775494888375241,-0.11062084143240443,0.8296689704868456,-0.11062084143240443,FAVORABLE,45,FAVORABLE,61,FAVORABLE,68,FAVORABLE,68,FAVORABLE,61,FAVORABLE,68,FAVORABLE,68,721.3720426940919,726.7958926391601,730.411792602539
SPY,2026-05-05T10:25:00-04:00,2026-05-05,10:00-11:00,Bullish,directional score candidate,48.0,below 50,False,723.3900146484375,723.2899780273438,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,7,0,12,4,0.46429329508391115,78.39848141142576,0.1638343672099037,TIME_EXIT,False,False,False,False,False,0.19494728567000746,-0.1258102797183855,240,0.013830776608654758,-0.100925008077798,0.013830776608654758,-0.1258102797183855,0.049778981827000864,-0.1258102797183855,0.8143365492912761,-0.1258102797183855,FAVORABLE,45,FAVORABLE,67,FAVORABLE,67,FAVORABLE,67,FAVORABLE,67,FAVORABLE,67,FAVORABLE,67,721.4817530822754,726.9064279174804,730.5228778076171
SPY,2026-05-05T10:30:00-04:00,2026-05-05,10:00-11:00,Bullish,directional score candidate,44.0,below 50,False,723.6699829101562,723.02001953125,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,7,0,12,4,0.4869487357539422,81.54651879235982,0.1728859459258684,TIME_EXIT,False,False,False,False,False,0.23235769832077774,-0.08851963032122344,240,0.016596375473157093,-0.08851963032122344,0.07053881660920686,-0.08851963032122344,0.08713519208236395,-0.08851963032122344,0.8519782271761849,-0.08851963032122344,FAVORABLE,40,FAVORABLE,56,FAVORABLE,66,FAVORABLE,66,FAVORABLE,56,FAVORABLE,66,FAVORABLE,66,721.212469482422,726.6351196289062,730.2502197265624
SPY,2026-05-05T10:35:00-04:00,2026-05-05,10:00-11:00,Bullish,directional score candidate,47.0,below 50,False,723.6699829101562,722.6749877929688,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,7,0,15,4,0.5141833350982025,77.04888646695252,0.20203023452010158,TIME_EXIT,False,False,False,False,False,0.2802123289539705,-0.04081819837948458,240,0.05743094330239917,-0.04081819837948458,0.13477691076760087,-0.04081819837948458,0.13492048812585686,-0.04081819837948458,0.9001286875416322,-0.04081819837948458,FAVORABLE,21,FAVORABLE,43,FAVORABLE,65,FAVORABLE,65,FAVORABLE,43,FAVORABLE,65,FAVORABLE,65,720.8683003234863,726.2883627319335,729.9017376708982
SPY,2026-05-05T10:40:00-04:00,2026-05-05,10:00-11:00,Bullish,directional score candidate,36.0,below 50,False,723.6699829101562,722.7000122070312,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,20,0,0,4,0.5194237104457138,54.7486428409862,0.2158568606951758,TIME_EXIT,False,False,False,False,False,0.27673999809302086,-0.0442794131470248,240,0.06641489700328114,-0.0442794131470248,0.13130961579438138,-0.0442794131470248,0.13145318818108737,-0.0442794131470248,0.8966348912823437,-0.0442794131470248,FAVORABLE,20,FAVORABLE,42,FAVORABLE,64,FAVORABLE,64,FAVORABLE,42,FAVORABLE,64,FAVORABLE,64,720.8932621765138,726.3135122680663,729.9270123291014
SPY,2026-05-05T10:45:00-04:00,2026-05-05,10:00-11:00,Bullish,directional score candidate,36.0,below 50,False,723.6699829101562,722.719970703125,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,20,0,4,4,0.573807301691852,58.03402927409169,0.2324626105603526,TIME_EXIT,False,False,False,False,False,0.2739707748742425,-0.029051492419080616,240,0.11208471144942964,-0.029051492419080616,0.12868797717498556,-0.029051492419080616,0.12868797717498556,-0.029051492419080616,0.8938485491650905,-0.029051492419080616,FAVORABLE,19,FAVORABLE,41,FAVORABLE,63,FAVORABLE,63,FAVORABLE,41,FAVORABLE,63,FAVORABLE,63,720.9131707763672,726.3335705566406,729.9471704101561
SPY,2026-05-05T10:50:00-04:00,2026-05-05,10:00-11:00,Bullish,directional score candidate,43.0,below 50,False,723.6699829101562,722.9398803710938,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,20,0,7,4,0.2806282064729329,58.53801770587113,0.1853748786266066,TIME_EXIT,False,False,False,False,False,0.24346863186382844,-0.006897630634327895,240,0.09808650270455505,-0.006897630634327895,0.09823002745459615,-0.006897630634327895,0.09823002745459615,-0.006897630634327895,0.8631578467471424,-0.006897630634327895,FAVORABLE,36,FAVORABLE,52,FAVORABLE,62,FAVORABLE,62,FAVORABLE,52,FAVORABLE,62,FAVORABLE,62,721.132530670166,726.5545797729492,730.1692791748046
SPY,2026-05-05T10:55:00-04:00,2026-05-05,10:00-11:00,Bullish,directional score candidate,40.0,below 50,False,723.6699829101562,723.1400146484375,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,20,0,4,4,0.32209572582233603,61.4292832230052,0.1631762386091878,TIME_EXIT,False,False,False,False,False,0.2157255202302918,-0.03181147485222308,240,0.07038362663642565,-0.01520941302300504,0.07052711166494458,-0.01520941302300504,0.07052711166494458,-0.03181147485222308,0.8352432316001974,-0.03181147485222308,FAVORABLE,38,FAVORABLE,51,FAVORABLE,61,FAVORABLE,61,FAVORABLE,51,FAVORABLE,61,FAVORABLE,61,721.3321646118164,726.7557147216796,730.3714147949217
SPY,2026-05-05T11:00:00-04:00,2026-05-05,11:00-13:00,Bullish,directional score candidate,47.0,below 50,False,723.6699829101562,723.5,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,14,0,7,8,0.39588001965752656,62.73279964787764,0.13683348090877678,TIME_EXIT,False,False,False,False,False,0.1658620880485487,-0.08155174229008294,240,0.020735924542156184,-0.027645087357463717,0.020735924542156184,-0.08155174229008294,0.020735924542156184,-0.08155174229008294,0.7850715515938147,-0.08155174229008294,FAVORABLE,38,FAVORABLE,60,FAVORABLE,60,FAVORABLE,60,FAVORABLE,60,FAVORABLE,60,FAVORABLE,60,721.6912500000001,727.1175,730.7349999999999
SPY,2026-05-05T11:05:00-04:00,2026-05-05,11:00-13:00,Bullish,directional score candidate,60.0,60-69,False,723.6699829101562,723.3200073242188,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,20,20,4,4,2.1956974720902176,58.861548152103964,0.19354688999757402,TIME_EXIT,False,False,False,False,False,0.19493075405824464,-0.056687797314544285,240,0.04562532302467117,-0.02488423850559558,0.04562532302467117,-0.056687797314544285,0.04562532302467117,-0.056687797314544285,0.8101511491767485,-0.056687797314544285,FAVORABLE,37,FAVORABLE,59,FAVORABLE,59,FAVORABLE,59,FAVORABLE,59,FAVORABLE,59,FAVORABLE,59,721.5117073059082,726.9366073608397,730.5532073974607
SPY,2026-05-05T11:10:00-04:00,2026-05-05,11:00-13:00,Bullish,directional score candidate,39.0,below 50,False,723.6699829101562,723.5499877929688,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,14,0,3,4,0.41745735112882243,58.95372508299974,0.16585062915854992,TIME_EXIT,False,False,False,False,False,0.1969439315886611,-0.08845479361968134,240,0.013825806479368463,-0.06081161617435464,0.013825806479368463,-0.08845479361968134,0.013825806479368463,-0.08845479361968134,0.7781086279865197,-0.08845479361968134,FAVORABLE,36,FAVORABLE,58,FAVORABLE,58,FAVORABLE,58,FAVORABLE,58,FAVORABLE,58,FAVORABLE,58,721.7411128234863,727.1677377319335,730.7854876708982
SPY,2026-05-05T11:15:00-04:00,2026-05-05,11:00-13:00,Bullish,directional score candidate,40.0,below 50,False,723.6699829101562,723.375,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,20,0,4,4,0.3736353136068909,52.27252951242857,0.20805320654052184,TIME_EXIT,False,False,False,False,False,0.22118204056505963,-0.06428572392863315,240,0.02280670846293416,-0.06428572392863315,0.02280670846293416,-0.06428572392863315,0.033868341757387246,-0.06428572392863315,0.8024873234188699,-0.06428572392863315,FAVORABLE,35,FAVORABLE,57,FAVORABLE,57,FAVORABLE,57,FAVORABLE,57,FAVORABLE,57,FAVORABLE,57,721.5665625,726.9918749999999,730.6087499999999
SPY,2026-05-05T11:20:00-04:00,2026-05-05,11:00-13:00,Bullish,directional score candidate,44.0,below 50,False,723.6699829101562,723.1699829101562,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,20,5,7,4,0.504315656891631,62.05922865013774,0.24475843481876103,TIME_EXIT,False,False,False,False,False,0.24959452389293862,-0.03595417008027317,240,0.05116295282314928,-0.03595417008027317,0.05116295282314928,-0.03595417008027317,0.09679774099780586,-0.03595417008027317,0.8310646055080606,-0.03595417008027317,FAVORABLE,33,FAVORABLE,49,FAVORABLE,56,FAVORABLE,56,FAVORABLE,49,FAVORABLE,56,FAVORABLE,56,721.362057952881,726.785832824707,730.4016827392577
SPY,2026-05-05T11:25:00-04:00,2026-05-05,11:00-13:00,Bullish,directional score candidate,44.0,below 50,False,723.6699829101562,723.47998046875,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,20,5,7,4,0.83933084896128,68.11375757776526,0.17139247357910276,TIME_EXIT,False,False,False,False,False,0.21562415003978574,-0.078786882789685,240,0.008292912065773674,-0.078786882789685,0.008292912065773674,-0.078786882789685,0.05390814659236398,-0.078786882789685,0.7878603915671798,-0.078786882789685,FAVORABLE,33,FAVORABLE,55,FAVORABLE,55,FAVORABLE,55,FAVORABLE,55,FAVORABLE,55,FAVORABLE,55,721.6712805175781,727.0973803710937,730.7147802734373
SPY,2026-05-05T11:30:00-04:00,2026-05-05,11:00-13:00,Bullish,directional score candidate,32.0,below 50,False,723.6699829101562,722.969970703125,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,20,0,3,4,0.5392661788834989,46.67683927916095,0.2358351188757583,TIME_EXIT,False,False,False,False,False,0.28631995907182184,-0.0013760917979863472,240,0.0622449375862168,-0.0013760917979863472,0.0622449375862168,-0.0013760917979863472,0.1244898751724336,-0.0013760917979863472,0.8589598772154656,-0.0013760917979863472,FAVORABLE,28,FAVORABLE,44,FAVORABLE,54,FAVORABLE,54,FAVORABLE,44,FAVORABLE,54,FAVORABLE,54,721.1625457763672,726.5848205566406,730.1996704101562
SPY,2026-05-05T11:35:00-04:00,2026-05-05,11:00-13:00,Bullish,directional score candidate,32.0,below 50,False,723.6699829101562,723.1300048828125,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,20,0,3,4,0.5827011469971466,47.508223527845914,0.2254096596471131,TIME_EXIT,False,False,False,False,False,0.26412583237239234,-0.023506549169370554,240,0.040100400396294256,-0.023506549169370554,0.059462706965247955,-0.023506549169370554,0.1023315627035722,-0.023506549169370554,0.8366390209391444,-0.023506549169370554,FAVORABLE,28,FAVORABLE,43,FAVORABLE,53,FAVORABLE,53,FAVORABLE,43,FAVORABLE,53,FAVORABLE,53,721.3221798706055,726.7456549072265,730.3613049316405
SPY,2026-05-05T11:40:00-04:00,2026-05-05,11:00-13:00,Bullish,directional score candidate,29.0,below 50,False,723.6699829101562,723.1199951171875,opening gap continuation,normal,mixed/neutral,gap continuation,aligned,extended,25,13,0,0,4,0.3207397655162947,51.69445938676708,0.22539589881425756,TIME_EXIT,False,False,False,False,False,0.26551373535800254,-0.02212262772589009,240,0.0414852023169591,-0.020746821423211693,0.06500051740445616,-0.02212262772589009,0.1037172260571299,-0.02212262772589009,0.838034848920431,-0.02212262772589009,FAVORABLE,27,FAVORABLE,42,FAVORABLE,52,FAVORABLE,52,FAVORABLE,42,FAVORABLE,52,FAVORABLE,52,721.3121951293946,726.7355950927733,730.3511950683592
