symbol,time,signal,score,price
SPY,2026-05-13 15:45:00-04:00,BUY CALL,80,743.39
SPY,2026-05-14 09:30:00-04:00,BUY CALL,100,744.81
SPY,2026-05-14 09:40:00-04:00,BUY CALL,85,745.41
SPY,2026-05-14 09:45:00-04:00,BUY CALL,85,745.7
SPY,2026-05-14 10:10:00-04:00,BUY CALL,85,745.51
SPY,2026-05-14 10:15:00-04:00,BUY CALL,85,746.05
SPY,2026-05-14 10:40:00-04:00,BUY CALL,85,746.97
SPY,2026-05-14 10:45:00-04:00,BUY CALL,85,747.22
SPY,2026-05-14 10:50:00-04:00,BUY CALL,85,747.32
SPY,2026-05-14 14:00:00-04:00,BUY PUT,75,746.87
SPY,2026-05-14 14:15:00-04:00,BUY CALL,85,748.25
SPY,2026-05-14 15:00:00-04:00,BUY CALL,85,748.48
SPY,2026-05-14 15:30:00-04:00,BUY CALL,80,748.33
SPY,2026-05-14 15:40:00-04:00,BUY CALL,80,748.52
SPY,2026-05-14 15:45:00-04:00,BUY CALL,80,748.33
SPY,2026-05-14 15:50:00-04:00,BUY CALL,80,748.16
SPY,2026-05-15 13:10:00-04:00,BUY CALL,85,741.66
SPY,2026-05-15 13:15:00-04:00,BUY CALL,85,741.78
SPY,2026-05-15 13:55:00-04:00,BUY CALL,85,742.96
SPY,2026-05-15 14:15:00-04:00,BUY CALL,80,741.78
SPY,2026-05-15 15:40:00-04:00,BUY PUT,75,740.04
SPY,2026-05-18 12:25:00-04:00,BUY PUT,75,734.83
SPY,2026-05-18 13:45:00-04:00,BUY CALL,80,736.68
SPY,2026-05-18 14:00:00-04:00,BUY PUT,75,735.86
SPY,2026-05-18 14:05:00-04:00,BUY PUT,75,735.58
SPY,2026-05-18 14:10:00-04:00,BUY PUT,75,735.06
SPY,2026-05-18 15:35:00-04:00,BUY CALL,85,736.98
SPY,2026-05-18 15:40:00-04:00,BUY CALL,100,737.76
SPY,2026-05-19 09:30:00-04:00,BUY CALL,80,734.51
SPY,2026-05-19 12:20:00-04:00,BUY CALL,85,734.07
SPY,2026-05-19 12:25:00-04:00,BUY CALL,100,734.49
SPY,2026-05-19 12:30:00-04:00,BUY CALL,85,734.85
SPY,2026-05-19 12:45:00-04:00,BUY CALL,100,735.5
SPY,2026-05-19 12:50:00-04:00,BUY CALL,100,736.02
SPY,2026-05-19 13:00:00-04:00,BUY CALL,85,736.63
SPY,2026-05-19 13:20:00-04:00,BUY CALL,85,737.5
SPY,2026-05-19 14:00:00-04:00,BUY CALL,80,736.91
SPY,2026-05-19 14:05:00-04:00,BUY CALL,85,737.11
SPY,2026-05-19 14:10:00-04:00,BUY CALL,80,736.99
SPY,2026-05-19 15:40:00-04:00,BUY PUT,75,733.86
SPY,2026-05-20 09:30:00-04:00,BUY CALL,75,735.64
SPY,2026-05-20 10:15:00-04:00,BUY CALL,100,737.32
SPY,2026-05-20 10:50:00-04:00,BUY CALL,85,738.72
SPY,2026-05-20 10:55:00-04:00,BUY CALL,85,739.2
SPY,2026-05-20 11:15:00-04:00,BUY CALL,85,740.38
SPY,2026-05-20 11:40:00-04:00,BUY CALL,85,740.32
SPY,2026-05-20 13:25:00-04:00,BUY CALL,85,740.16
SPY,2026-05-20 13:35:00-04:00,BUY CALL,85,740.44
SPY,2026-05-20 14:00:00-04:00,BUY CALL,80,740.11
SPY,2026-05-20 14:05:00-04:00,BUY CALL,80,740.07
SPY,2026-05-20 14:10:00-04:00,BUY CALL,80,740.07
SPY,2026-05-20 14:25:00-04:00,BUY CALL,80,740.08
SPY,2026-05-20 14:30:00-04:00,BUY CALL,85,740.38
SPY,2026-05-20 14:35:00-04:00,BUY CALL,85,740.72
SPY,2026-05-20 15:00:00-04:00,BUY CALL,80,740.23
SPY,2026-05-20 15:05:00-04:00,BUY CALL,80,740.19
SPY,2026-05-20 15:20:00-04:00,BUY CALL,80,740.74
SPY,2026-05-20 15:25:00-04:00,BUY CALL,80,740.82
SPY,2026-05-20 15:30:00-04:00,BUY CALL,80,740.89
SPY,2026-05-20 15:35:00-04:00,BUY CALL,100,741.41
SPY,2026-05-20 15:40:00-04:00,BUY CALL,80,741.24
SPY,2026-05-20 15:45:00-04:00,BUY CALL,80,741.09
SPY,2026-05-21 11:45:00-04:00,BUY CALL,85,739.69
SPY,2026-05-21 12:05:00-04:00,BUY CALL,85,739.93
SPY,2026-05-21 12:10:00-04:00,BUY CALL,80,739.44
SPY,2026-05-21 13:10:00-04:00,BUY CALL,100,740.45
SPY,2026-05-21 13:15:00-04:00,BUY CALL,100,741.76
SPY,2026-05-21 13:50:00-04:00,BUY CALL,85,744.58
SPY,2026-05-21 15:55:00-04:00,BUY CALL,80,742.75
SPY,2026-05-22 09:30:00-04:00,BUY CALL,85,747.19
SPY,2026-05-22 10:35:00-04:00,BUY CALL,85,746.04
SPY,2026-05-22 11:15:00-04:00,BUY CALL,85,747.43
SPY,2026-05-22 13:00:00-04:00,BUY CALL,85,747.78
SPY,2026-05-22 13:25:00-04:00,BUY CALL,100,748.73
SPY,2026-05-22 13:30:00-04:00,BUY CALL,80,747.98
SPY,2026-05-22 13:40:00-04:00,BUY CALL,80,748.02
SPY,2026-05-22 15:00:00-04:00,BUY PUT,75,746.57
SPY,2026-05-26 09:30:00-04:00,BUY CALL,75,749.43
SPY,2026-05-26 14:10:00-04:00,BUY CALL,100,749.65
SPY,2026-05-26 14:15:00-04:00,BUY CALL,85,749.92
SPY,2026-05-26 14:35:00-04:00,BUY CALL,80,749.7
SPY,2026-05-26 14:50:00-04:00,BUY CALL,80,749.39
SPY,2026-05-26 15:30:00-04:00,BUY CALL,85,749.94
SPY,2026-05-26 15:35:00-04:00,BUY CALL,100,750.21
SPY,2026-05-26 15:40:00-04:00,BUY CALL,85,750.51
SPY,2026-05-26 15:45:00-04:00,BUY CALL,100,750.59
SPY,2026-05-27 09:40:00-04:00,BUY CALL,80,749.47
SPY,2026-05-27 10:00:00-04:00,BUY CALL,85,751.24
SPY,2026-05-27 12:35:00-04:00,BUY CALL,85,750.07
SPY,2026-05-27 12:40:00-04:00,BUY CALL,85,750.25
SPY,2026-05-27 14:20:00-04:00,BUY CALL,85,750.57
SPY,2026-05-27 14:25:00-04:00,BUY CALL,85,750.72
SPY,2026-05-27 15:25:00-04:00,BUY CALL,80,750.56
SPY,2026-05-27 15:40:00-04:00,BUY CALL,80,750.86
SPY,2026-05-28 10:10:00-04:00,BUY CALL,85,753.06
SPY,2026-05-28 10:15:00-04:00,BUY CALL,80,753.01
SPY,2026-05-28 11:25:00-04:00,BUY CALL,85,753.94
SPY,2026-05-28 12:15:00-04:00,BUY CALL,85,754.48
SPY,2026-05-28 12:55:00-04:00,BUY CALL,85,754.72
SPY,2026-05-28 13:10:00-04:00,BUY CALL,80,754.3
SPY,2026-05-28 13:40:00-04:00,BUY CALL,80,754.49
SPY,2026-05-28 13:45:00-04:00,BUY CALL,100,754.79
SPY,2026-05-28 13:50:00-04:00,BUY CALL,80,754.85
SPY,2026-05-28 14:40:00-04:00,BUY CALL,80,754.37
SPY,2026-05-28 15:25:00-04:00,BUY CALL,100,754.76
SPY,2026-05-28 15:30:00-04:00,BUY CALL,100,754.94
SPY,2026-05-28 15:35:00-04:00,BUY CALL,100,755.14
SPY,2026-05-28 15:40:00-04:00,BUY CALL,80,754.7
SPY,2026-05-28 15:45:00-04:00,BUY CALL,80,754.68
SPY,2026-05-28 15:50:00-04:00,BUY CALL,80,754.7
SPY,2026-05-28 15:55:00-04:00,BUY CALL,80,754.64
SPY,2026-05-29 09:30:00-04:00,BUY CALL,85,756.01
SPY,2026-05-29 09:40:00-04:00,BUY CALL,85,757.47
SPY,2026-05-29 10:20:00-04:00,BUY CALL,80,756.26
SPY,2026-05-29 12:00:00-04:00,BUY CALL,85,756.92
SPY,2026-05-29 12:05:00-04:00,BUY CALL,85,757.28
SPY,2026-05-29 12:10:00-04:00,BUY CALL,85,757.3
SPY,2026-05-29 12:30:00-04:00,BUY CALL,80,757.29
SPY,2026-05-29 12:35:00-04:00,BUY CALL,85,757.68
SPY,2026-05-29 14:45:00-04:00,BUY PUT,75,755.85
SPY,2026-05-29 15:25:00-04:00,BUY CALL,100,756.86
SPY,2026-05-29 15:30:00-04:00,BUY CALL,100,757.22
SPY,2026-05-29 15:35:00-04:00,BUY CALL,100,757.46
SPY,2026-05-29 15:40:00-04:00,BUY CALL,80,757.21
SPY,2026-05-29 15:45:00-04:00,BUY CALL,80,757.25
SPY,2026-05-29 15:55:00-04:00,BUY CALL,80,756.4
SPY,2026-06-01 11:30:00-04:00,BUY CALL,100,757.04
SPY,2026-06-01 11:35:00-04:00,BUY CALL,85,757.4
SPY,2026-06-01 12:30:00-04:00,BUY CALL,85,757.12
SPY,2026-06-01 12:50:00-04:00,BUY CALL,100,757.83
SPY,2026-06-01 12:55:00-04:00,BUY CALL,100,757.95
SPY,2026-06-01 13:05:00-04:00,BUY CALL,80,757.1
SPY,2026-06-01 13:20:00-04:00,BUY CALL,85,757.61
SPY,2026-06-01 13:30:00-04:00,BUY CALL,80,757.94
SPY,2026-06-01 13:35:00-04:00,BUY CALL,80,758.44
SPY,2026-06-01 13:40:00-04:00,BUY CALL,85,759.48
SPY,2026-06-02 10:55:00-04:00,BUY CALL,85,759.72
SPY,2026-06-02 12:55:00-04:00,BUY CALL,85,759.86
SPY,2026-06-02 14:35:00-04:00,BUY PUT,75,758.71
SPY,2026-06-02 15:00:00-04:00,BUY CALL,75,759.37
SPY,2026-06-02 15:10:00-04:00,BUY CALL,80,759.23
SPY,2026-06-02 15:15:00-04:00,BUY CALL,80,759.32
SPY,2026-06-02 15:20:00-04:00,BUY CALL,100,759.55
SPY,2026-06-02 15:25:00-04:00,BUY CALL,80,759.33
SPY,2026-06-02 15:30:00-04:00,BUY CALL,80,759.44
SPY,2026-06-02 15:35:00-04:00,BUY CALL,80,759.3
SPY,2026-06-02 15:45:00-04:00,BUY CALL,80,759.43
SPY,2026-06-02 15:50:00-04:00,BUY CALL,100,759.52
SPY,2026-06-02 15:55:00-04:00,BUY CALL,80,759.47
SPY,2026-06-03 09:30:00-04:00,BUY PUT,75,758.27
SPY,2026-06-03 13:50:00-04:00,BUY CALL,85,755.62
SPY,2026-06-03 13:55:00-04:00,BUY CALL,80,755.57
SPY,2026-06-03 14:15:00-04:00,BUY CALL,80,755.47
SPY,2026-06-03 14:45:00-04:00,BUY CALL,80,755.59
SPY,2026-06-03 14:50:00-04:00,BUY CALL,80,755.61
SPY,2026-06-03 14:55:00-04:00,BUY CALL,80,755.58
SPY,2026-06-03 15:20:00-04:00,BUY PUT,75,754.69
SPY,2026-06-03 15:50:00-04:00,BUY PUT,75,754.61
SPY,2026-06-04 11:00:00-04:00,BUY CALL,100,754.52
SPY,2026-06-04 12:20:00-04:00,BUY CALL,85,756.61
SPY,2026-06-04 12:35:00-04:00,BUY CALL,85,756.7
SPY,2026-06-04 13:15:00-04:00,BUY CALL,80,756.86
SPY,2026-06-04 13:25:00-04:00,BUY CALL,85,757.11
SPY,2026-06-04 13:30:00-04:00,BUY CALL,100,757.21
SPY,2026-06-04 13:55:00-04:00,BUY CALL,85,757.68
SPY,2026-06-04 14:00:00-04:00,BUY CALL,85,757.77
SPY,2026-06-04 15:00:00-04:00,BUY CALL,80,757.89
SPY,2026-06-04 15:20:00-04:00,BUY CALL,80,757.97
SPY,2026-06-04 15:25:00-04:00,BUY CALL,100,758.29
SPY,2026-06-04 15:30:00-04:00,BUY CALL,80,758.14
SPY,2026-06-04 15:35:00-04:00,BUY CALL,80,758.15
SPY,2026-06-05 14:00:00-04:00,BUY PUT,75,743.4
SPY,2026-06-05 14:15:00-04:00,BUY PUT,75,741.42
SPY,2026-06-08 09:30:00-04:00,BUY CALL,75,742.18
SPY,2026-06-08 10:25:00-04:00,BUY CALL,85,742.48
SPY,2026-06-08 10:55:00-04:00,BUY CALL,85,744.99
SPY,2026-06-08 14:35:00-04:00,BUY PUT,75,740.99
SPY,2026-06-09 09:30:00-04:00,BUY CALL,75,743.63
SPY,2026-06-09 09:35:00-04:00,BUY CALL,85,744.39
SPY,2026-06-09 10:10:00-04:00,BUY CALL,80,741.54
SPY,2026-06-09 10:15:00-04:00,BUY CALL,80,740.12
SPY,2026-06-09 13:35:00-04:00,BUY CALL,85,732.12
SPY,2026-06-09 13:40:00-04:00,BUY CALL,85,732.96
SPY,2026-06-09 15:50:00-04:00,BUY CALL,100,736.17
SPY,2026-06-09 15:55:00-04:00,BUY CALL,100,737.06
SPY,2026-06-10 10:20:00-04:00,BUY CALL,85,738.22
SPY,2026-06-10 13:10:00-04:00,BUY PUT,75,729.0
SPY,2026-06-10 14:00:00-04:00,BUY CALL,75,731.68
SPY,2026-06-10 15:55:00-04:00,BUY PUT,75,725.43
SPY,2026-06-11 09:50:00-04:00,BUY CALL,85,731.04
SPY,2026-06-11 12:30:00-04:00,BUY CALL,80,729.37
SPY,2026-06-11 13:25:00-04:00,BUY CALL,100,732.52
SPY,2026-06-11 13:30:00-04:00,BUY CALL,100,734.23
SPY,2026-06-11 13:40:00-04:00,BUY CALL,85,736.21
SPY,2026-06-11 14:00:00-04:00,BUY CALL,80,733.29
SPY,2026-06-11 14:45:00-04:00,BUY CALL,85,735.81
SPY,2026-06-11 15:00:00-04:00,BUY CALL,85,736.34
SPY,2026-06-11 15:10:00-04:00,BUY CALL,85,736.95
SPY,2026-06-11 15:25:00-04:00,BUY CALL,85,737.92
SPY,2026-06-11 15:30:00-04:00,BUY CALL,85,739.64
SPY,2026-06-11 15:55:00-04:00,BUY CALL,80,737.64
SPY,2026-06-12 09:30:00-04:00,BUY CALL,80,738.5
SPY,2026-06-12 10:00:00-04:00,BUY CALL,85,738.78
SPY,2026-06-12 10:05:00-04:00,BUY CALL,85,740.21
SPY,2026-06-12 10:50:00-04:00,BUY CALL,85,741.68
SPY,2026-06-12 11:10:00-04:00,BUY CALL,85,743.15
SPY,2026-06-12 11:15:00-04:00,BUY CALL,85,743.63
SPY,2026-06-12 11:20:00-04:00,BUY CALL,85,744.27
SPY,2026-06-12 11:35:00-04:00,BUY CALL,80,741.93
SPY,2026-06-12 11:55:00-04:00,BUY CALL,80,738.89
SPY,2026-06-12 13:00:00-04:00,BUY CALL,85,742.06
SPY,2026-06-12 14:40:00-04:00,BUY CALL,85,742.22
SPY,2026-06-12 14:50:00-04:00,BUY CALL,80,742.05
SPY,2026-06-12 15:10:00-04:00,BUY CALL,80,741.39
SPY,2026-06-15 09:30:00-04:00,BUY CALL,85,752.7
SPY,2026-06-15 10:50:00-04:00,BUY CALL,85,753.93
SPY,2026-06-15 10:55:00-04:00,BUY CALL,85,754.19
SPY,2026-06-15 11:00:00-04:00,BUY CALL,85,754.63
SPY,2026-06-15 14:00:00-04:00,BUY PUT,75,754.8
SPY,2026-06-15 15:00:00-04:00,BUY PUT,75,754.8
SPY,2026-06-15 15:20:00-04:00,BUY PUT,75,754.67
SPY,2026-06-15 15:25:00-04:00,BUY PUT,75,754.37
SPY,2026-06-15 15:30:00-04:00,BUY PUT,75,754.3
SPY,2026-06-16 11:45:00-04:00,BUY PUT,75,752.23
SPY,2026-06-17 10:20:00-04:00,BUY CALL,85,752.12
SPY,2026-06-17 13:00:00-04:00,BUY PUT,75,749.49
SPY,2026-06-17 13:55:00-04:00,BUY CALL,75,750.86
SPY,2026-06-17 14:40:00-04:00,BUY CALL,75,749.93
SPY,2026-06-17 14:55:00-04:00,BUY PUT,75,746.0
